,Total,Owner occupied,Renter occupied
"Quogue village, New York: Summary level: 160, state:36> place:60422",336,260,76
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",5669,4793,876
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",6059,4784,1275
"Bedford CDP, New York: Summary level: 160, state:36> place:05309",685,667,18
"Spencer village, New York: Summary level: 160, state:36> place:70167",334,211,123
"Catskill village, New York: Summary level: 160, state:36> place:13002",1406,713,693
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",274,215,59
"Harrison village, New York: Summary level: 160, state:36> place:32402",8228,5356,2872
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",5233,4822,411
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",1954,1473,481
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",536,385,151
"Greenwich village, New York: Summary level: 160, state:36> place:30675",753,491,262
"Holley village, New York: Summary level: 160, state:36> place:35155",793,486,307
"Bohemia CDP, New York: Summary level: 160, state:36> place:07157",3383,2514,869
"Medford CDP, New York: Summary level: 160, state:36> place:46404",7956,6854,1102
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",683,654,29
"Cornwall-on-Hudson village, New York: Summary level: 160, state:36> place:18333",1014,706,308
"Woodbury village, New York: Summary level: 160, state:36> place:82750",3267,2888,379
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",107,92,15
"Westport CDP, New York: Summary level: 160, state:36> place:80764",213,137,76
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",1212,869,343
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",210,131,79
"Fillmore CDP, New York: Summary level: 160, state:36> place:25747",200,145,55
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",1123,871,252
"Andes CDP, New York: Summary level: 160, state:36> place:02121",113,89,24
"Bloomville CDP, New York: Summary level: 160, state:36> place:07025",64,40,24
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",1203,1088,115
"Matinecock village, New York: Summary level: 160, state:36> place:46107",273,224,49
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",341,316,25
"Munsey Park village, New York: Summary level: 160, state:36> place:49231",790,743,47
"North Merrick CDP, New York: Summary level: 160, state:36> place:53264",3884,3743,141
"East Nassau village, New York: Summary level: 160, state:36> place:22557",216,181,35
"Menands village, New York: Summary level: 160, state:36> place:46536",1659,652,1007
"Ravena village, New York: Summary level: 160, state:36> place:60675",1363,820,543
"Hamburg village, New York: Summary level: 160, state:36> place:31643",4033,2881,1152
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",2268,1883,385
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",1649,1496,153
"Lancaster village, New York: Summary level: 160, state:36> place:41135",4600,3165,1435
"Cayuga Heights village, New York: Summary level: 160, state:36> place:13079",1561,766,795
